Day,Word,Meaning (KR),Synonyms
27,unaccounted for,설명되지 않은,not explained
27,manifest,나타내다,"indicate, reveal, demonstrate"
27,manifest,명백한,"obvious, clear, definite, evident"
27,fragile,"깨지기 쉬운, 약한","easily broken, delicate, weak"
27,faithful,"(사실 등에) 충실한, 정확한","accurate, exact, precise, veracious"
27,concede,인정하다,"admit, accept as true, acknowledge"
27,concede,허락하다,grant
27,threaten,위태롭게 하다,"endanger, menace, imperil, jeopardize"
27,revolutionize,혁신을 일으키다,"fundamentally change, completely change"
27,haphazard,"무계획적인, 우연한","random, chance, casual"
27,mainstay,"주요 의지물, 대들보","important part, anchor, buttress"
27,wholly,완전히,"completely, entirely, fully, thoroughly"
27,edible,먹을 수 있는,"eatable, fit to eat, safe to eat"
27,legible,알아볼 수 있는,"recognizable, readable"
27,scrutinize,(세밀히) 조사하다,"examine, inspect, investigate, probe"
27,in essence,본질적으로,"essentially, fundamentally, basically, in substance"
27,beneficial,유익한,"useful, helpful, advantageous, profitable"
27,distribute,분배하다,"parcel out, spread, allot, apportion"
27,heir,상속인,"inheritor, successor"
27,specifically,특별히,"specially, especially, particularly"
27,costly,돈이 많이 드는,"expensive, high-priced"
27,yield,산출하다,"produce, generate, give"
27,yield,"넘겨주다, 양도하다","cede, surrender, hand over"
27,channel,"(관심·노력 등을) 돌리다, 쏟다",direct
27,necessary,"필요한, 필수적인","required, requisite, essential, indispensable"
27,retrospect,"회고하다, 추억하다",look back
27,overview,개요,"summary, outline, synopsis"
27,occasional,가끔의,"infrequent, sporadic, intermittent"
27,respectively,각각,"separately, individually, each"
27,entice,유혹하다,"tempt, allure, seduce"
27,choose,선택하다,"opt, select"
27,work out at,계산되다,be calculated at
27,enlist,입대하다; (신병을) 모집하다,"enroll, join, sign up; recruit"
27,diminish,줄이다,"reduce, decrease, lessen, cut, abate"
27,norm,규범,"rule, standard"
27,ostentatious,과시하는,showy
27,desert,(사람·장소·동물을) 버리다,"abandon, forsake, leave"
27,dwelling,거주지,"living quarters, habitation, residence, home"
27,homogenize,동질화하다,"remove variation within, make uniform"
27,up,"(가격 등을) 올리다, 증가시키다","increase, raise, augment, multiply"
27,displace,대체하다,"supplant, replace"
27,displace,옮기다,move out of position
27,numerous,매우 많은,"very many, countless, innumerable"
27,discharge,방출하다,"release, emit, excrete"
27,defend,"방어하다, 지키다",guard
27,compose,구성하다,make up
DAY,표제어,한글뜻,유의어
28,abundance,"다수, 풍부","plenty, large number, profusion"
28,onset,시작,"beginning, start, commencement"
28,witness,목격하다,"observe, see, look on"
28,mount,증가하다,"grow, increase, multiply"
28,reinforce,강화하다,"strengthen, support, consolidate, fortify"
28,intense,"강렬한, 극심한","strong, extreme, fierce, acute"
28,involved,복잡한,"complicated, intricate, tangled"
28,solely,오로지,"only, purely, exclusively, entirely"
28,undergo,"(변화 등을) 겪다, 경험하다","experience, go through, suffer"
28,mechanism,"기계, 장치","instrument, device, apparatus"
28,mechanism,방법,"means, method, way"
28,speculate,추측하다,"guess, suppose, hypothesize, assume"
28,conclusively,결정적으로,"decisively, definitively"
28,significantly,상당히,"considerably, remarkably, markedly"
28,adopt,"채택하다, 받아들이다","take up, begin to use, select"
28,staple,"주요 상품, 주요소","basic item, regular feature, basic feature"
28,staple,"기본적인, 주요한","basic, primary"
28,secrete,분비하다,"release, produce, excrete"
28,secrete,숨기다,"conceal, hide, veil"
28,pursue,"실행하다, 수행하다","practice, conduct, perform"
28,conserve,"보존하다, 보호하다","keep, protect, save, preserve"
28,toil,힘써 일하다,"work hard, labor"
28,approximate,대략적인; 가까운,"rough; close, near"
28,approximate,비슷하다,resemble
28,monumental,"엄청나게 큰, 기념비적인","huge, massive, great and significant"
28,contract,"줄이다, 수축하다","shorten, constrict"
28,puzzling,영문 모를,"difficult to explain, enigmatic"
28,divest,"빼앗다, 박탈하다","deprive, strip, despoil"
28,pacifier,중재자,"peacemaker, arbitrator, mediator, intermediary"
28,permanently,영구히,"forever, eternally, perpetually, everlastingly"
28,estimate,"평가하다, 추산하다","assess, evaluate, judge, calculate"
28,hurdle,장애물,"obstacle, barrier, hindrance, impediment"
28,relish,즐기다,"enjoy, like, delight in, revel in"
28,simulate,"흉내 내다, 가장하다","imitate, pretend, feign"
28,hover,"맴돌다, 떠다니다","drift, float, stay on the top"
28,display,보여 주다,"show, exhibit, present"
28,ominous,불길한; 험악한,"foreboding, portentous; threatening"
28,stretch,늘이다,"extend, length"
28,concur,동의하다,"agree, assent, consent"
28,crisis,위기,"critical situation, emergency"
28,amplitude,"크기, 규모","size, extent, magnitude"
28,disintegrate,붕괴되다,"break down, fall apart, crumble"
28,liken to,~에 비유하다,compare to
28,immoral,부도덕한,"improper, corrupt, vicious"
28,instigate,유발하다,"cause, provoke, trigger, incite"
28,extraordinary,비범한,"exceptional, unusual, remarkable"
28,resurgence,"재기, 부활","comeback, revival, rebirth"
28,patent,명백한,"evident, obvious, apparent, manifest"
28,regular,정기적인; 일정한,"routine, ordinary; consistent"
28,by virtue of,~덕분에(때문에),"because of, thanks to, on account of"
28,sever,"자르다, 분리하다","cut, cut off, part, separate, divide"
28,in conjunction with,~과(와) 함께,"concomitant with, together with, along with"
28,confidence,확신,"certainty, assurance, faith"
28,distinguish,구별하다,"differentiate, tell apart, discern"
28,on the contrary,그와는 반대로,"conversely, on the other hand"
28,preponderance,대부분,majority
28,intermingle,섞이다,"mix, blend"
28,merchandise,상품,"goods, product, commodity"
28,delicate,깨지기 쉬운,"fragile, brittle"
28,delicate,"섬세한, 고아한","dainty, exquisite, fine"
28,promising,유망한,"likely, hopeful"
28,gesture,"제스처, 몸짓, a movement made with the head"," hand or arm"
29,analogous,유사한,"similar, comparable, like, parallel"
29,repercussion,(사건·행동 등의) 영향,"effect, consequence, result"
29,impart,"주다, 부여하다","give, provide, bestow, offer, grant"
29,foster,조장하다,"encourage, promote"
29,foster,위탁 양육하다,"raise, bring up"
29,elongate,늘이다,"stretch, lengthen, extend, prolong"
29,in tandem with,~와 협력하여,"in association with, in conjunction with"
29,transition,"변화, 변천","change, alteration, shift"
29,scarce,부족한; 희귀한,"limited, short in supply, not readily available; rare"
29,clear,분명한,"apparent, obvious, lucid"
29,clear,치우다,"remove, clean"
29,relentless,끊임없는,"continuous, unceasing, persistent"
29,relentless,냉혹한,"merciless, ruthless"
29,intrinsic,"고유의, 타고난","inherent, innate"
29,compact,빽빽한,"dense, thick"
29,compact,작은,"smaller, pocket-sized, little"
29,compact,압축하다,"compress, condense"
29,predominantly,"주로, 대부분","mainly, primarily, mostly, largely"
29,widespread,"광범위한, 널리 퍼진","prevalent, broadly accepted, common"
29,perishable,"잘 상하는, 썩기 쉬운","likely to decay, likely to spoil, spoilable"
29,perishable,영속하지 않는,not permanent
29,myriad,무수히 많음,"multitude, millions"
29,myriad,무수한,"countless, innumerable, numerous"
29,found,"창설하다, 설립하다","establish, create, set up"
29,swiftly,빠르게,"quickly, speedily, rapidly"
29,crucially,결정적으로,"decisively, critically, definitively"
29,scope,범위,"extent, range, reach"
29,projection,"추정, 예상","estimate, calculation, forecast, prediction"
29,feature,특징,"characteristic, attribute, quality"
29,employ,사용하다,"use, utilize, make use of"
29,proportion,비율,"percentage, rate"
29,proportion,"크기, 규모","size, magnitude"
29,misleading,현혹시키는,"deceptive, unreliable, delusive"
29,seamless,아주 매끄러운,perfectly smooth
29,embellishment,장식(물),"decoration, ornamentation, adornment"
29,sterile,척박한,"barren, unproductive, infertile"
29,sterile,살균한,antiseptic
29,in response to,~에 대한 대응으로,in reaction to
29,from time to time,가끔,"occasionally, now and then"
29,ambiguous,모호한,"open to various interpretations, uncertain, obscure"
29,out of sight,보이지 않는 곳에,"hidden, invisible"
29,perplexed,당혹스러운,"puzzled, bewildered"
29,despondent,낙담한,"unhappy, discouraged, depressed"
29,collide,충돌하다,"hit each other, crash, strike"
29,assessment,평가,"evaluation, appraisal"
29,vital,매우 중요한,"essential, important, significant"
29,shrivel,시들다,"dry up, wither, wilt"
29,dissent,이의를 제기하다,"oppose, object, express disagreement"
29,elegant,"품위 있는, 세련된","sophisticated, graceful, refined"
29,qualify,자격을 갖추다; 자격을 주다,"meet the requirement; entitle, empower"
29,evolve,"(서서히) 발전하다, 진화하다","develop, progress"
29,despite,~에도 불구하고,"in spite of, notwithstanding"
29,emergence,출현,"appearance, advent, rise"
29,surplus,"과잉, 잉여물","excess, redundance, extra goods"
29,distant,먼,"faraway, remote"
29,distant,냉담한,"cold, aloof"
29,aim,"목적, 목표","goal, objective, purpose"
29,aim,"목표하다, 겨냥하다",attempt
29,in the ascendant,(인기·세력 등이) 상승 중인,rising in importance
29,draw,(마음·이목 등을) 끌다,"attract, engage"
29,overlie,~위에 가로놓이다,"cover, overspread"
29,signature,서명,identifying mark
29,devoid of,"~이 없는, 결여된","lacking in, destitute of"
29,vessel,"배, 선박","ship, boat, craft"
29,vessel,그릇,container
29,be incorporated in,"포함되다, 편입되다",be part of
29,trauma,"외상, 외상성 상해",damage
30,pose,"(위험 등을) 가하다, 일으키다","present, create, give rise to"
30,principal,주요한,"most important, major, main, prime"
30,assorted,다채로운,"various, varied, diverse"
30,ruthlessly,무자비하게,"without mercy, relentlessly, cruelly"
30,fluctuate,변동하다,"change, vary"
30,viability,생존 능력,"ability to exist, ability to live"
30,viability,실행 가능성,feasibility
30,precarious,불안정한,"unstable, insecure, uncertain"
30,imply,시사하다,"suggest, indicate, connote"
30,diverge,갈라지다,"separate, move apart, part, branch"
30,previously,이전에,"formerly, before, antecedently"
30,portray,"묘사하다, 보여주다","depict, show, picture, describe"
30,suitable,적절한,"appropriate, proper, apt"
30,retard,지체시키다,"slow down, delay"
30,entirely,완전히,"completely, wholly, totally, thoroughly"
30,abruptly,갑자기,"suddenly, unexpectedly"
30,instructive,"교육적인, 유익한","informative, educational, helpful, useful"
30,converse,반대의,"opposite, reverse"
30,shortcoming,"결점, 단점","weakness, disadvantage, defect, failing"
30,vicinity,"주변, 인근","neighborhood, area"
30,vicinity,근접,"closeness, proximity"
30,abort,중단하다,"quit, halt, call off"
30,broaden,넓히다,"widen, expand, enlarge, develop"
30,whereas,~에 반하여,while
30,prodigious,막대한,"massive, enormous"
30,artisan,장인,"craftsman, craftsperson"
30,motif,무늬,"design, pattern, device"
30,antique,"고대의, 오래된","ancient, archaic, old"
30,incessantly,끊임없이,"constantly, continuously, persistently"
30,habitat,"서식 환경, 거주지","environment; home, dwelling, living quarters"
30,steadfastly,확고하게,"firmly, solidly, resolutely"
30,keenly,"강렬하게, 몹시","deeply, intensely, acutely"
30,intercourse,"교류, 교환","exchange, interchange"
30,episode,하나의 사건,"event, occurrence, incident, happening"
30,bound for,"~행의, ~를 향한","going to, destined for"
30,penchant,"경향, 기호","inclination, tendency, fondness, liking"
30,incipient,초기의,"initial, beginning"
30,distort,왜곡하다,"misrepresent, twist, falsify"
30,redundancy,불필요한 중복; 과잉,"duplication; superfluity, extra capacity"
30,subject to,~에 영향을 받기 쉬운,"susceptible to, likely to get"
30,bountiful,풍부한,"abundant, plentiful, ample, prolific"
30,deter,"방해하다, 막다","stop, preclude, prevent, inhibit"
30,roundabout,"우회적인, 간접적인","indirect, circuitous"
30,dim,희미한,"faint, weak, obscure"
30,dubious,의심스러운,"suspected, suspicious, distrustful, questionable"
30,alarm,공포,"fear, fright, terror"
30,alarm,놀라게 하다,"surprise, startle, dismay"
30,eminent,뛰어난,"distinguished, outstanding, prominent"
30,perceptibly,"눈에 띄게, 상당히","noticeably, appreciably, sensibly"
30,ubiquitous,어디에나 존재하는,"omnipresent, universal"
30,dryness,건조,"aridity, aridness, drought"
30,constricted,"좁은, 죈","narrow, contracted"
30,elicit,(정보·반응 등을) 끌어내다,"call forth, obtain, extract"
30,intervening years,사이에 있는 세월,between years
30,embrace,받아들이다,"accept, take up, receive, adopt"
30,efficacy,효능,"effectiveness, efficiency, potency"
30,reckless,부주의한,"careless, heedless, inadvertent"
30,diversification,다양화,the emergence of many varieties
30,dismiss,"무시하다, 묵살하다","ignore, disregard"
30,dismiss,해산하다,disband
30,etch,새기다,"cut, carve, engrave"
30,precision,정확성,accuracy
30,currently,"현재는, 지금은",at the present time
